"source_id","trait","phenotype","exposure_scale","nsnp","r2","r2_prevalence_scenario_min","r2_prevalence_scenario_max","r2_F_partial_approximation","min_F","median_F","mean_F","source_reported_prevalence","alpha_label","alpha","mde_or_higher","mde_or_lower","mde_or_higher_scenario_low","mde_or_higher_scenario_high","achieved_power_check"
"GCST90670457","Gut microbiome species presence (Parasutterella excrementihominis, GCF_000205025.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00147982704312769,0.00147084328938183,0.00148866867637424,0.00188405821445674,30.2301476625526,30.2301476625526,30.2301476625526,0.39,"nominal_0.05",0.05,2.37291053181615,0.421423389795751,2.37707158167778,2.36885170406141,0.8
"GCST90670460","Gut microbiome species presence (Eubacterium R sp000434995, GCA_000434995.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00242897196778321,0.00240694811219848,0.00245058704413976,0.00213053337086175,34.193341990523,34.193341990523,34.193341990523,0.2,"nominal_0.05",0.05,2.07241004739275,0.482529990268132,2.07730202061094,2.06767280197001,0.8
"GCST90670466","Gut microbiome species presence (Bifidobacterium catenulatum, GCF_001025195.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00380116390703555,0.00375718850903251,0.00384411622342173,0.00243318474685146,39.0625,39.0625,39.0625,0.16,"nominal_0.05",0.05,1.85711611760408,0.538469291457191,1.86212671338308,1.85230517436949,0.8
"GCST90670468","Gut microbiome species presence (COE1 sp001916965, GCA_001916965.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00152134185228715,0.00150645575042026,0.00153607886490112,0.00191954991876816,30.8007154599311,30.8007154599311,30.8007154599311,0.39,"nominal_0.05",0.05,2.35415746364729,0.424780421633608,2.36079364388687,2.34768191776006,0.799999999986132
"GCST90670473","Gut microbiome species abundance (Blautia A obeum, GCA_025147765.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.00253218649662,0.00253218649662,0.00253218649662,0.00284879145346937,45.7537379850481,45.7537379850481,45.7537379850481,0.96,"nominal_0.05",0.05,2.05033647335853,0.487724826141321,2.05033647335853,2.05033647335853,0.8
"GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","presence","one SD on an approximate microbial-presence liability scale",2,0.00479975297591772,0.00472191151236277,0.00487676099203404,0.00399220819393466,30.2021928166352,32.0317540046895,32.0317540046895,0.21,"nominal_0.05",0.05,1.76256179680385,0.567355993879678,1.7688376249127,1.75650149856079,0.8
"GCST90670492","Gut microbiome species presence (CAG-313 sp003539625, GCA_003539625.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.0025027006137256,0.00247956267127822,0.00252540269213507,0.00200500307950871,32.1746345597062,32.1746345597062,32.1746345597062,0.18,"nominal_0.05",0.05,2.0565035188439,0.48626223628451,2.06141932609483,2.05174579885158,0.799999999963862
"GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)","presence","one SD on an approximate microbial-presence liability scale",3,0.00760275784160324,0.00759898439576937,0.007605139593136,0.00998146844069047,31.5439727331262,52.3086559278877,53.4833775536713,0.36,"nominal_0.05",0.05,1.60548165433284,0.622866039796356,1.6056324588038,1.60538652626735,0.800000000000001
"GCST90670495","Gut microbiome species abundance (Streptococcus thermophilus, GCF_010120595.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0018253901692928,0.0018253901692928,0.0018253901692928,0.00189559170074515,30.4155565640299,30.4155565640299,30.4155565640299,0.67,"nominal_0.05",0.05,2.23674086314118,0.447079058856933,2.23674086314118,2.23674086314118,0.800000000001759
"GCST90670498","Gut microbiome species presence (CAG-103 sp900757655, GCA_900757655.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.0030945452363997,0.00302624476211605,0.00316211063012811,0.00203475617898224,32.6530612244898,32.6530612244898,32.6530612244898,0.14,"nominal_0.05",0.05,1.95008607964954,0.512797876173608,1.96075703461634,1.93987091192349,0.800000000015016
"GCST90670515","Gut microbiome species abundance (CAG-170 sp900545925, GCA_900545925.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0015892298309342,0.0015892298309342,0.0015892298309342,0.00202816199568046,32.547025,32.547025,32.547025,0.64,"nominal_0.05",0.05,2.32507185443728,0.430094234761628,2.32507185443728,2.32507185443728,0.8
"GCST90670517","Gut microbiome species presence (Ventricola sp900542395, GCA_900542395.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00154679010475538,0.00154465688886674,0.00154876598458701,0.00213457376050658,34.258325697626,34.258325697626,34.258325697626,0.51,"nominal_0.05",0.05,2.34303286094028,0.426797257806572,2.34395493755851,2.3421804735349,0.799999999978252
"GCST90670524","Gut microbiome species abundance (Mediterraneibacter torques, GCF_000153925.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0021155756271488,0.0021155756271488,0.0021155756271488,0.00244814451396421,39.3032544378698,39.3032544378698,39.3032544378698,0.87,"nominal_0.05",0.05,2.14900663677152,0.465331275803928,2.14900663677152,2.14900663677152,0.8
"GCST90670529","Gut microbiome species presence (Butyribacter intestini, GCA_001414325.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00149984911948675,0.00149292018661456,0.00150663079812502,0.00201644367100357,32.3585946745562,32.3585946745562,32.3585946745562,0.45,"nominal_0.05",0.05,2.36377009732668,0.42305298689198,2.3669127101984,2.36071504372791,0.799999999975264
"GCST90670534","Gut microbiome species abundance (Acutalibacter ornithocaccae, GCA_000435395.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.001445960517755,0.001445960517755,0.001445960517755,0.00190907956999611,30.6323889814724,30.6323889814724,30.6323889814724,0.68,"nominal_0.05",0.05,2.38879596615118,0.418620934633943,2.38879596615118,2.38879596615118,0.8
"GCST90670546","Gut microbiome species presence (Gemmiger sp900540775, GCF_018784445.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00139194185682802,0.00137834627648425,0.00140541137636834,0.00192298840128077,30.855994966943,30.855994966943,30.855994966943,0.56,"nominal_0.05",0.05,2.41530868694128,0.414025753894998,2.4222226194875,2.40855675235455,0.800000000000001
"GCST90670550","Gut microbiome species presence (Negativibacillus sp000435195, GCA_000435195.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00318013012303688,0.00314906753235183,0.00321055634559007,0.0033147285635415,53.261926775148,53.261926775148,53.261926775148,0.28,"nominal_0.05",0.05,1.93720152745739,0.516208554363735,1.94181733362391,1.93274518815103,0.800000000000001
"GCST90670551","Gut microbiome species presence (Enterocloster sp001517625, GCF_001517625.2)","presence","one SD on an approximate microbial-presence liability scale",1,0.00275321676852288,0.00273585841951179,0.00277009810091698,0.00232521102645445,37.3250431906579,37.3250431906579,37.3250431906579,0.17,"nominal_0.05",0.05,2.00729453389181,0.498182993634305,2.01048574862543,2.00421971212847,0.799999999990778
"GCST90670554","Gut microbiome species presence (Faecalimonas phoceensis, GCF_900104635.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00302708009020083,0.00301343781236205,0.00304014023670306,0.00188070967760039,30.1763183807833,30.1763183807833,30.1763183807833,0.15,"nominal_0.05",0.05,1.96062435649355,0.510041608270355,1.9627980861606,1.95855705948781,0.8
"GCST90670555","Gut microbiome species abundance (Limiplasma merdipullorum, GCA_900540045.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.00226615439232,0.00226615439232,0.00226615439232,0.00250009993963895,40.1394531777848,40.1394531777848,40.1394531777848,0.74,"nominal_0.05",0.05,2.11023263586941,0.473881401984859,2.11023263586941,2.11023263586941,0.800000000000001
"GCST90670562","Gut microbiome species presence (CAG-273 sp000437855, GCA_000437855.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00317286427461198,0.00310072904594527,0.00324422003050451,0.00187698872402502,30.116502751332,30.116502751332,30.116502751332,0.13,"nominal_0.05",0.05,1.93827515288024,0.515922622499709,1.94913733697489,1.92788770055274,0.8
"GCST90670564","Gut microbiome species presence (UBA738 sp003522945, GCA_003522945.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00149703170647213,0.00149151100401304,0.00150240451017191,0.00201767109507344,32.3783314109958,32.3783314109958,32.3783314109958,0.45,"nominal_0.05",0.05,2.3650453316393,0.422824876386984,2.36755449082054,2.36261652856975,0.79999999999044
"GCST90670572","Gut microbiome species abundance (Alistipes A ihumii, GCA_025144665.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.001597813952,0.001597813952,0.001597813952,0.0020010524566554,32.1111111111111,32.1111111111111,32.1111111111111,0.66,"nominal_0.05",0.05,2.32152529666369,0.430751282976379,2.32152529666369,2.32152529666369,0.799999999973203
"GCST90670586","Gut microbiome species presence (UBA644 sp900547165, GCA_900547165.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00180430698335663,0.00176982869833028,0.00183858235727365,0.00214266566231287,34.3884735834673,34.3884735834673,34.3884735834673,0.35,"nominal_0.05",0.05,2.24392128274131,0.445648431471864,2.25593660463526,2.23231033899583,0.8
"GCST90670588","Gut microbiome species abundance (Faecalibacterium sp900539945, GCA_900539945.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0022055877307512,0.0022055877307512,0.0022055877307512,0.00217399428249882,34.8923742563548,34.8923742563548,34.8923742563548,0.91,"nominal_0.05",0.05,2.12535360466219,0.470509941407583,2.12535360466219,2.12535360466219,0.8
"GCST90670591","Gut microbiome species abundance (Copromonas sp000435795, GCA_014385265.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0023693125091328,0.0023693125091328,0.0023693125091328,0.00272955887014448,43.833531510107,43.833531510107,43.833531510107,0.68,"nominal_0.05",0.05,2.08581818034677,0.479428173281024,2.08581818034677,2.08581818034677,0.799999999997895
"GCST90670634","Gut microbiome species presence (CAG-245 sp000434195, GCA_000434195.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00539249106042034,0.00523482113087528,0.00561546725483529,0.00215955653844708,34.660148513576,34.660148513576,34.660148513576,0.08,"nominal_0.05",0.05,1.71931877354327,0.581625708616642,1.73010144303153,1.70485206522983,0.800000000002799
"GCST90670635","Gut microbiome species presence (Agathobacter sp000434275, GCA_902363675.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00185882614844587,0.00183932974383392,0.00187809130133263,0.00231609179123778,37.1783184348119,37.1783184348119,37.1783184348119,0.42,"nominal_0.05",0.05,2.22560273772726,0.449316485394504,2.23206074876633,2.21931953735253,0.799999999985779
"GCST90670644","Gut microbiome species presence (CAG-345 sp000433315, GCA_000433315.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00208424475548142,0.00202444485381286,0.00214371030533909,0.00193834170334477,31.1028302921137,31.1028302921137,31.1028302921137,0.23,"nominal_0.05",0.05,2.1575945615568,0.463479106694844,2.17453206240244,2.14145471778407,0.79999999999988
"GCST90670680","Gut microbiome species presence (Spyradocola merdavium, GCA_904393115.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00180951713471338,0.00179638267471929,0.00182243497048696,0.00249931433854631,40.1268086400133,40.1268086400133,40.1268086400133,0.46,"nominal_0.05",0.05,2.2421352656782,0.446003421518603,2.24665245121335,2.2377398832123,0.8
"GCST90670684","Gut microbiome species presence (Clostridium saudiense, GCF_000577815.1)","presence","one SD on an approximate microbial-presence liability scale",4,0.00723053802011084,0.00718739786755008,0.00727277386420735,0.00944279641274015,29.8844444444444,35.1196989883673,37.9008208586468,0.4,"nominal_0.05",0.05,1.62092137228829,0.616933070965855,1.62278802922447,1.6191099661419,0.800000000036966
"GCST90670687","Gut microbiome species abundance (UMGS1071 sp900542375, GCA_900542375.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0015322913901792,0.0015322913901792,0.0015322913901792,0.00209964771481681,33.6966091612136,33.6966091612136,33.6966091612136,0.59,"nominal_0.05",0.05,2.34933733877509,0.425651941717908,2.34933733877509,2.34933733877509,0.799999999993069
"GCST90670698","Gut microbiome species presence (Negativibacillus faecipullorum, GCA_900547455.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00159964584430035,0.00159514323674894,0.00160397903198475,0.00190971794689551,30.6426517415029,30.6426517415029,30.6426517415029,0.37,"nominal_0.05",0.05,2.32077210362623,0.430891080790523,2.32262567573163,2.31899557285086,0.8
"GCST90670700","Gut microbiome species presence (Schaedlerella glycyrrhizinilytica A, GCF_015560805.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00184377652841619,0.00183416778829654,0.00185316595896985,0.00229266850624617,36.8014596751134,36.8014596751134,36.8014596751134,0.32,"nominal_0.05",0.05,2.23057885439478,0.44831412170422,2.23378767099625,2.22746721119875,0.799999999985237
"GCST90670711","Gut microbiome species abundance (Egerieenecus merdigallinarum, GCA_900553295.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0016096361385272,0.0016096361385272,0.0016096361385272,0.00197260870359676,31.6537688881125,31.6537688881125,31.6537688881125,0.69,"nominal_0.05",0.05,2.31668694976491,0.431650897028395,2.31668694976491,2.31668694976491,0.799999999975771
"GCST90670746","Gut microbiome species abundance (Ventricola sp900542445, GCA_900542445.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0018683875024062,0.0018683875024062,0.0018683875024062,0.00194225787090097,31.1657918069188,31.1657918069188,31.1657918069188,0.76,"nominal_0.05",0.05,2.22247232049219,0.44994936079948,2.22247232049219,2.22247232049219,0.8
"GCST90670748","Gut microbiome species presence (Faecousia sp000435995, GCA_900545515.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00170030993263599,0.00169020953684646,0.00171021996761819,0.00205766433246995,33.0214413265306,33.0214413265306,33.0214413265306,0.51,"nominal_0.05",0.05,2.28125488568907,0.438355225570483,2.28506153645786,2.2775524859718,0.799999999985506
"GCST90670749","Gut microbiome species abundance (Lachnoclostridium B sp900066555, GCF_003477705.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0017953367929728,0.0017953367929728,0.0017953367929728,0.00199028950247698,31.9380523524956,31.9380523524956,31.9380523524956,0.96,"nominal_0.05",0.05,2.24701425989349,0.445035003937803,2.24701425989349,2.24701425989349,0.800000000000001
"GCST90670756","Gut microbiome species abundance (Intestinibacter sp900540355, GCF_015667935.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",4,0.0066784008097408,0.0066784008097408,0.0066784008097408,0.00879251610686311,31.1264067721096,33.3526318309442,35.2820176084995,0.56,"nominal_0.05",0.05,1.6461608016485,0.607474068753539,1.6461608016485,1.6461608016485,0.800000000000001
"GCST90670761","Gut microbiome species presence (UBA1417 sp900552925, GCA_900552925.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00335586329778536,0.00328777993942237,0.00342308739133742,0.00202575932093607,32.508389698231,32.508389698231,32.508389698231,0.12,"nominal_0.05",0.05,1.912303262183,0.522929610473207,1.92171299237816,1.90328838367334,0.8
"GCST90670769","Gut microbiome species presence (Coprobacillus cateniformis, GCF_009767585.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00498564128211763,0.00487944659034846,0.00509035354429496,0.00441740622819268,71.0586556927298,71.0586556927298,71.0586556927298,0.27,"nominal_0.05",0.05,1.7481735868396,0.572025574306857,1.75629274078406,1.74041770155045,0.8
"GCST90670774","Gut microbiome species abundance (Pauljensenia sp000278725, GCF_000278725.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.00181190403072,0.00181190403072,0.00181190403072,0.00230353112868557,36.9762269156208,36.9762269156208,36.9762269156208,0.76,"nominal_0.05",0.05,2.24131959983863,0.44616573204107,2.24131959983863,2.24131959983863,0.799999999997095
"GCST90670780","Gut microbiome species presence (Faecalibacterium prausnitzii F, GCF_002549775.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00280927940373522,0.00279082620143862,0.00282719244279035,0.00219080764007441,35.1628193290243,35.1628193290243,35.1628193290243,0.17,"nominal_0.05",0.05,1.9971897878673,0.500703541583722,2.00048229818098,1.99402441771922,0.800000000036003
"GCST90670781","Gut microbiome species presence (Fimisoma avicola, GCA_900542565.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00177957951172847,0.00175234265428508,0.00180659857569838,0.00215961189086605,34.6610388238135,34.6610388238135,34.6610388238135,0.36,"nominal_0.05",0.05,2.25250347763554,0.443950479956507,2.2621641623352,2.24313479151485,0.8
"GCST90670784","Gut microbiome species presence (Oribacterium sinus, GCF_014202695.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00318680677241012,0.00313879574567557,0.00323408459594189,0.00190422174696647,30.5542934276762,30.5542934276762,30.5542934276762,0.18,"nominal_0.05",0.05,1.93621819319872,0.516470717769651,1.9433586981261,1.92934222952183,0.799999999984052
"GCST90670786","Gut microbiome species presence (V9D3004 sp900760345, GCA_900760345.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00255238309552026,0.00251993073046493,0.00258443903317581,0.00217136381971736,34.8500637402941,34.8500637402941,34.8500637402941,0.2,"nominal_0.05",0.05,2.04617381423,0.488717035202755,2.05288671466117,2.0396668454416,0.8
"GCST90670792","Gut microbiome species abundance (CAG-317 sp000433215, GCF_003435815.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.0015755181757422,0.0015755181757422,0.0015755181757422,0.00190073592773864,30.4982550117685,30.4982550117685,30.4982550117685,0.78,"nominal_0.05",0.05,2.33079623417833,0.429037933619507,2.33079623417833,2.33079623417833,0.8
"GCST90670796","Gut microbiome species presence (Longicatena caecimuris, GCF_004341945.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00265522592707601,0.00264066943962456,0.00266930369021524,0.00188336068562208,30.2189345334993,30.2189345334993,30.2189345334993,0.18,"nominal_0.05",0.05,2.02571575186308,0.493652675149654,2.02853895805897,2.02300729241914,0.79999999999742
"GCST90670806","Gut microbiome species presence (Allisonella histaminiformans, GCF_900103425.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00269480393443623,0.00266760630285246,0.00272149080039485,0.00208121746823876,33.4002108561204,33.4002108561204,33.4002108561204,0.15,"nominal_0.05",0.05,2.01815514452407,0.495502044386098,2.02333272536897,2.01315010271173,0.8
"GCST90670813","Gut microbiome species abundance (Lawsonibacter sp900066645, GCA_902362775.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.00185813485182,0.00185813485182,0.00185813485182,0.00201287614063154,32.3012297669251,32.3012297669251,32.3012297669251,0.93,"nominal_0.05",0.05,2.22582999874631,0.449270609419069,2.22582999874631,2.22582999874631,0.799999999990152
"GCST90670815","Gut microbiome species presence (Scatenecus faecavium, GCA_900551915.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00355733271377276,0.00355006240902297,0.00356376254835871,0.00213195520072949,34.2162099664701,34.2162099664701,34.2162099664701,0.12,"nominal_0.05",0.05,1.88605477730621,0.530207294100051,1.88696304578127,1.88525381935691,0.8
"GCST90670827","Gut microbiome species presence (Merdimonas faecis, GCF_001754075.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00213896680835735,0.00213796285042873,0.00213966974281983,0.00207683859073389,33.3297906259964,33.3297906259964,33.3297906259964,0.22,"nominal_0.05",0.05,2.14271758763154,0.466697060673009,2.14298540836914,2.14253018084677,0.799999999995969
"GCST90670835","Gut microbiome species presence (Faecivicinus sp900553265, GCA_900553265.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00139683811677404,0.00138740209959999,0.00140614473888977,0.00191422720420545,30.7151444404192,30.7151444404192,30.7151444404192,0.56,"nominal_0.05",0.05,2.41284316455499,0.414448819007443,2.41760619032205,2.40819188744146,0.799999999983672
"GCST90670838","Gut microbiome species presence (Massilicoli timonensis, GCF_900199515.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.00317559533794153,0.0031377329103399,0.00321284802473186,0.00191391152598009,30.7100694444444,30.7100694444444,30.7100694444444,0.16,"nominal_0.05",0.05,1.93787117119021,0.516030175208095,1.94351861578871,1.93241209846766,0.800000000000001
"GCST90670852","Gut microbiome species abundance (Blautia A sp900066505, GCF_013304385.1)","RIN_standardized_abundance","one source-defined RIN-standardized unit",1,0.001684090108995,0.001684090108995,0.001684090108995,0.001932668125116,31.0116151839071,31.0116151839071,31.0116151839071,0.88,"nominal_0.05",0.05,2.28738431319809,0.437180579682238,2.28738431319809,2.28738431319809,0.799999999999431
"GCST90670875","Gut microbiome species presence (Blautia A luti, GCF_009707925.1)","presence","one SD on an approximate microbial-presence liability scale",1,0.0014908833826638,0.00148773241990341,0.00149388901614407,0.00189462343930636,30.3999909158352,30.3999909158352,30.3999909158352,0.63,"nominal_0.05",0.05,2.36784061627603,0.422325722908127,2.36927980739066,2.36647199918819,0.8
