"pair_id","dataset","source_id","trait","tier","outcome_id","outcome_ancestry","analysis_role","effect_scale","method","method_role","nsnp","beta","se","ci_lower","ci_upper","p","exponentiable","or","or_ci_lower","or_ci_upper","mean_F","min_F","analysis_status","error_message","warning_message"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670457|primary","microbiome_2026","GCST90670457","Gut microbiome species presence (Parasutterella excrementihominis, GCF_000205025.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0255413000656599,0.183793171372292,-0.33468669642843,0.385769296559749,0.889475734214147,TRUE,1.02587027390522,0.715562239442043,1.47074532566584,30.2301476625526,30.2301476625526,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670460|primary","microbiome_2026","GCST90670460","Gut microbiome species presence (Eubacterium R sp000434995, GCA_000434995.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.176357071213641,0.141933801404213,-0.101828067727476,0.454542210154758,0.214040910098983,TRUE,1.19286391998235,0.903184824939712,1.57545199200024,34.193341990523,34.193341990523,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670466|primary","microbiome_2026","GCST90670466","Gut microbiome species presence (Bifidobacterium catenulatum, GCF_001025195.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0551376,0.1106384,-0.161709679307136,0.271984879307136,0.618231299473913,TRUE,1.05668600466668,0.850688141063632,1.31256715423626,39.0625,39.0625,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670468|primary","microbiome_2026","GCST90670468","Gut microbiome species presence (COE1 sp001916965, GCA_001916965.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.00379561413673233,0.199876593279258,-0.387955310043175,0.395546538316639,0.984849251920984,TRUE,1.00380282660243,0.678442662159904,1.48519568549411,30.8007154599311,30.8007154599311,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670473|primary","microbiome_2026","GCST90670473","Gut microbiome species abundance (Blautia A obeum, GCA_025147765.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0845612273361227,0.384207810320781,-0.668472243471604,0.83759469814385,0.825799176869524,TRUE,1.0882394721962,0.512490941385267,2.31080211026714,45.7537379850481,45.7537379850481,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670478|primary","microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_egger_regression","robust_estimator",2,,,,,,TRUE,,,,32.0317540046895,30.2021928166352,"not_estimable","mr_egger_regression requires at least 3 SNPs",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670478|primary","microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_ivw_mre","primary_estimator",2,-0.1057634481773,0.107951139083376,-0.317343792870792,0.105816896516192,0.327217224004735,TRUE,0.899637433782239,0.728080403241573,1.11161831668439,32.0317540046895,30.2021928166352,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670478|primary","microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_raps","robust_estimator",2,-0.105802520622323,0.111631470800758,-0.324596182933043,0.112991141688398,0.343239433406799,TRUE,0.899602283434777,0.722819181437373,1.11962201494397,32.0317540046895,30.2021928166352,"estimated","","Did not find a solution for tau2. | The estimated overdispersion parameter is very small. Consider using the simple model without overdispersion. | Cannot find solution with finite over.dispersion. Using tau2 = 0."
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670478|primary","microbiome_2026","GCST90670478","Gut microbiome species presence (CAG-882 sp003486385, GCA_003486385.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_weighted_median","robust_estimator",2,,,,,,TRUE,,,,32.0317540046895,30.2021928166352,"not_estimable","mr_weighted_median requires at least 3 SNPs",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670492|primary","microbiome_2026","GCST90670492","Gut microbiome species presence (CAG-313 sp003539625, GCA_003539625.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.127691851851852,0.14796,-0.417688123004398,0.162304419300694,0.388128653299061,TRUE,0.880124546111723,0.65856758848052,1.17621825036304,32.1746345597062,32.1746345597062,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670494|primary","microbiome_2026","GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_egger_regression","robust_estimator",3,2.59247282040425,3.66039485929591,-4.58176927301129,9.7667149138198,0.607688725232057,TRUE,13.3627745227293,0.0102367686262807,17443.3700188239,53.4833775536713,31.5439727331262,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670494|primary","microbiome_2026","GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_ivw_mre","primary_estimator",3,0.0237832027299951,0.159527446453766,-0.288884846865029,0.336451252325019,0.881486297867219,TRUE,1.02406827861563,0.749098461472486,1.39997062229357,53.4833775536713,31.5439727331262,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670494|primary","microbiome_2026","GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_raps","robust_estimator",3,0.0746735074304707,0.163126100190672,-0.245047773881718,0.394394788742659,0.647120895317625,TRUE,1.07753228716213,0.782667146301024,1.48348609669413,53.4833775536713,31.5439727331262,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670494|primary","microbiome_2026","GCST90670494","Gut microbiome species presence (Clostridium sp900540255, GCA_900540255.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_weighted_median","robust_estimator",3,-0.0244375080891539,0.107989742755439,-0.236093514589559,0.187218498411252,0.820972208396313,TRUE,0.975858670285988,0.789706821370438,1.20589074147763,53.4833775536713,31.5439727331262,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670495|primary","microbiome_2026","GCST90670495","Gut microbiome species abundance (Streptococcus thermophilus, GCF_010120595.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0633194040697674,0.467401889534884,-0.852771465724573,0.979410273864108,0.892239486956463,TRUE,1.06536706747042,0.426232006091068,2.66288540567273,30.4155565640299,30.4155565640299,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670498|primary","microbiome_2026","GCST90670498","Gut microbiome species presence (CAG-103 sp900757655, GCA_900757655.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0173495486111111,0.148500694444444,-0.273706464179187,0.308405561401409,0.906993636103803,TRUE,1.01750092620676,0.760555292720241,1.36125294865634,32.6530612244898,32.6530612244898,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670515|primary","microbiome_2026","GCST90670515","Gut microbiome species abundance (CAG-170 sp900545925, GCA_900545925.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.351400525854514,0.509257668711657,-0.646726163671163,1.34952721538019,0.490178462194678,TRUE,1.42105638176542,0.523757669890245,3.85560223028216,32.547025,32.547025,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670517|primary","microbiome_2026","GCST90670517","Gut microbiome species presence (Ventricola sp900542395, GCA_900542395.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.15002510460251,0.189306834030683,-0.521059681329951,0.22100947212493,0.42807092015255,TRUE,0.860686368964657,0.593890879328212,1.24733524542338,34.258325697626,34.258325697626,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670524|primary","microbiome_2026","GCST90670524","Gut microbiome species abundance (Mediterraneibacter torques, GCF_000153925.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.163699386503068,0.416165644171779,-0.979369060682666,0.651970287676531,0.69405987499609,TRUE,0.848997203541002,0.375547972098361,1.91931871604317,39.3032544378698,39.3032544378698,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670529|primary","microbiome_2026","GCST90670529","Gut microbiome species presence (Butyribacter intestini, GCA_001414325.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.36199323867478,0.197036511156187,-0.02419122683077,0.74817770418033,0.0661820530797933,TRUE,1.43618923138505,0.976099035584831,2.11314572922466,32.3585946745562,32.3585946745562,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670534|primary","microbiome_2026","GCST90670534","Gut microbiome species abundance (Acutalibacter ornithocaccae, GCA_000435395.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.742438282647585,0.499624329159213,-0.236807408304457,1.72168397359963,0.137280958319233,TRUE,2.10105223315798,0.789143255820936,5.59394058543382,30.6323889814724,30.6323889814724,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670546|primary","microbiome_2026","GCST90670546","Gut microbiome species presence (Gemmiger sp900540775, GCF_018784445.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.302328947368421,0.180043660287081,-0.0505501424390227,0.655208037175865,0.0931134691042082,TRUE,1.35300622135153,0.950706256746636,1.92554306025127,30.855994966943,30.855994966943,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670550|primary","microbiome_2026","GCST90670550","Gut microbiome species presence (Negativibacillus sp000435195, GCA_000435195.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.0614690382081686,0.121493192797541,-0.299591320458129,0.176653244041792,0.612894308543243,TRUE,0.940382061202314,0.741121039806532,1.19321726618632,53.261926775148,53.261926775148,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670551|primary","microbiome_2026","GCST90670551","Gut microbiome species presence (Enterocloster sp001517625, GCF_001517625.2)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.00860348258706468,0.137153731343284,-0.277419856365183,0.260212891191053,0.94998250059806,TRUE,0.991433421458974,0.757736289910075,1.29720622104888,37.3250431906579,37.3250431906579,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670554|primary","microbiome_2026","GCST90670554","Gut microbiome species presence (Faecalimonas phoceensis, GCF_900104635.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.0304561249389946,0.131841874084919,-0.288861449799701,0.227949199921712,0.81731095997303,TRUE,0.970002990073951,0.749115988383164,1.25602151782021,30.1763183807833,30.1763183807833,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670555|primary","microbiome_2026","GCST90670555","Gut microbiome species abundance (Limiplasma merdipullorum, GCA_900540045.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.489239406779661,0.435522245762712,-0.364368509381256,1.34284732294058,0.261293270576053,TRUE,1.63107516333449,0.694635167995722,3.82993305122007,40.1394531777848,40.1394531777848,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670562|primary","microbiome_2026","GCST90670562","Gut microbiome species presence (CAG-273 sp000437855, GCA_000437855.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.0623102861035422,0.122774523160763,-0.302943929717716,0.178323357510632,0.611791377565657,TRUE,0.939591299432453,0.738640510991365,1.19521173944856,30.116502751332,30.116502751332,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670564|primary","microbiome_2026","GCST90670564","Gut microbiome species presence (UBA738 sp003522945, GCA_003522945.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.162589248793935,0.184828394210889,-0.524846244767649,0.199667747179779,0.379034425539346,TRUE,0.849940230699756,0.591646326092053,1.22099701105819,32.3783314109958,32.3783314109958,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670572|primary","microbiome_2026","GCST90670572","Gut microbiome species abundance (Alistipes A ihumii, GCA_025144665.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.507499159663866,0.492218487394958,-0.457231348155034,1.47222966748277,0.302519956615618,TRUE,1.66113177074988,0.633033871902505,4.35894330820202,32.1111111111111,32.1111111111111,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670586|primary","microbiome_2026","GCST90670586","Gut microbiome species presence (UBA644 sp900547165, GCA_900547165.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.434740415335463,0.170149361022364,0.101253795739126,0.7682270349318,0.0106172024821376,TRUE,1.5445620622825,1.10655744569331,2.15594045616641,34.3884735834673,34.3884735834673,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670588|primary","microbiome_2026","GCST90670588","Gut microbiome species abundance (Faecalibacterium sp900539945, GCA_900539945.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0227828083989501,0.457677165354331,-0.874247952241921,0.919813569039821,0.96029833298552,TRUE,1.02304431878231,0.417175637738934,2.5088226241239,34.8923742563548,34.8923742563548,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670591|primary","microbiome_2026","GCST90670591","Gut microbiome species abundance (Copromonas sp000435795, GCA_014385265.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.170622395833333,0.359841145833333,-0.875898081822292,0.534653290155625,0.63538558099319,TRUE,0.843139886503901,0.416487811536148,1.70685635575223,43.833531510107,43.833531510107,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670630|primary","microbiome_2026","GCST90670630","Gut microbiome species presence (Clostridium sp001916075, GCF_014287815.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","not_estimable","robust_estimator",0,,,,,,TRUE,,,,,,"not_estimable","No harmonised instruments remained",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670634|primary","microbiome_2026","GCST90670634","Gut microbiome species presence (CAG-245 sp000434195, GCA_000434195.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0784761798753339,0.105905164737311,-0.129094128786576,0.286046488537244,0.458690847915859,TRUE,1.08163759011317,0.878891232686607,1.33115433723186,34.660148513576,34.660148513576,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670635|primary","microbiome_2026","GCST90670635","Gut microbiome species presence (Agathobacter sp000434275, GCA_902363675.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,-0.129428647497338,0.155556443024494,-0.434313673388503,0.175456378393828,0.405388309407031,TRUE,0.878597276294247,0.647709054523753,1.19178999972334,37.1783184348119,37.1783184348119,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670644|primary","microbiome_2026","GCST90670644","Gut microbiome species presence (CAG-345 sp000433315, GCA_000433315.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0535141225007934,0.144105680736274,-0.228927821709931,0.335956066711518,0.710374391373733,TRUE,1.05497189050375,0.795385941030449,1.39927754859631,31.1028302921137,31.1028302921137,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670680|primary","microbiome_2026","GCST90670680","Gut microbiome species presence (Spyradocola merdavium, GCA_904393115.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_wald_ratio","primary_estimator",1,0.0639201877934272,0.169276408450704,-0.267855476202245,0.395695851789099,0.70572154979991,TRUE,1.06600731497016,0.76501833646907,1.48541746177587,40.1268086400133,40.1268086400133,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670684|primary","microbiome_2026","GCST90670684","Gut microbiome species presence (Clostridium saudiense, GCF_000577815.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_egger_regression","robust_estimator",4,0.378428739936679,0.559250476656566,-0.717682052647048,1.47453953252041,0.568384477868033,TRUE,1.45998876419923,0.487881830704857,4.36902351642908,37.9008208586468,29.8844444444444,"estimated","",""
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670684|primary","microbiome_2026","GCST90670684","Gut microbiome species presence (Clostridium saudiense, GCF_000577815.1)","primary","finngen_r12_erectile_dysfunction","Finnish","primary_outcome","log_odds","mr_ivw_mre","primary_estimator",4,-0.0891778962390817,0.0858538077343326,-0.257448267334,0.0790924748558364,0.298935903042746,TRUE,0.914682840462806,0.773021615748153,1.08230440338642,37.9008208586468,29.8844444444444,"estimated","",""
