"pair_id","dataset","source_id","trait","canonical_trait_id","tier","outcome_id","outcome_ancestry","analysis_role","effect_scale","harmonised_snps","pair_harmonisation_status","family","eligible","eligibility_frozen","method","nsnp","beta","se","ci_lower","ci_upper","p","analysis_status","error_message","warning_message","n_reverse","q","fdr_significant"
"reverse|GCST90670704","ed_2025_eur_reverse_exposure","GCST90670704","Gut microbiome species abundance (UBA3402 sp003478355, GCA_003478355.1)","taxon:uba3402 sp003478355","primary","GCST90670704","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.627972146240028,0.242713197367419,0.152263020827324,1.10368127165273,0.00967309962187386,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671442","ed_2025_eur_reverse_exposure","GCST90671442","Gut microbiome genus abundance (UBA3402)","taxon:uba3402","primary","GCST90671442","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.627972146240028,0.242713197367419,0.152263020827324,1.10368127165273,0.00967309962187386,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670382","ed_2025_eur_reverse_exposure","GCST90670382","Gut microbiome species abundance (Acetatifactor sp900066565, GCA_003584705.1)","taxon:acetatifactor sp900066565","primary","GCST90670382","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.573505013057855,0.225824686670159,0.1308967603643,1.01611326575141,0.0110978416447803,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670969","ed_2025_eur_reverse_exposure","GCST90670969","Gut microbiome species abundance (Choladocola sp003481535, GCA_018228645.1)","taxon:choladocola sp003481535","primary","GCST90670969","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.535455717323091,0.215008042891432,0.114047696869441,0.956863737776741,0.0127599920013793,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671335","ed_2025_eur_reverse_exposure","GCST90671335","Gut microbiome genus abundance (Dialister)","taxon:dialister","primary","GCST90671335","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,-0.529256389782903,0.214956483985619,-0.950563356638077,-0.107949422927729,0.0138104595770201,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670512","ed_2025_eur_reverse_exposure","GCST90670512","Gut microbiome species presence (Phocaeicola coprocola, GCF_000154845.1)","taxon:phocaeicola coprocola","primary","GCST90670512","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.82114820378834,0.740978180647843,-3.27343875118813,-0.368857656388558,0.0139805692254871,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671620","ed_2025_eur_reverse_exposure","GCST90671620","Gut microbiome genus presence (UMGS1271)","taxon:umgs1271","primary","GCST90671620","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.7338680729179,0.710827806022476,-3.12706497193157,-0.340671173904218,0.0147188512251302,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670505","ed_2025_eur_reverse_exposure","GCST90670505","Gut microbiome species abundance (Acetatifactor sp003447295, GCA_003447295.1)","taxon:acetatifactor sp003447295","primary","GCST90670505","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.499609015444641,0.205103462706471,0.0976136154355037,0.901604415453779,0.014855292964248,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671137","ed_2025_eur_reverse_exposure","GCST90671137","Gut microbiome species presence (Anaerotardibacter sp000436075, GCA_000436075.1)","taxon:anaerotardibacter sp000436075","primary","GCST90671137","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.2770919830322,0.524591422559471,0.248911688217004,2.30527227784739,0.0149144092683297,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671379","ed_2025_eur_reverse_exposure","GCST90671379","Gut microbiome genus presence (SFMI01)","taxon:sfmi01","primary","GCST90671379","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.36099967589623,0.562779879646272,-2.46402797122671,-0.257971380565754,0.0155909995803799,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671161","ed_2025_eur_reverse_exposure","GCST90671161","Gut microbiome species presence (UMGS1271 sp900550255, GCA_900550255.1)","taxon:umgs1271 sp900550255","primary","GCST90671161","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.64239837485283,0.691394846178989,-2.99750737246026,-0.287289377245399,0.0175258848958259,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671178","ed_2025_eur_reverse_exposure","GCST90671178","Gut microbiome species presence (Congzhengia minquanensis, GCF_014384785.1)","taxon:congzhengia minquanensis","primary","GCST90671178","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.42319553038252,0.600457089892511,0.24632125993147,2.60006980083357,0.0177790951255585,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671670","ed_2025_eur_reverse_exposure","GCST90671670","Gut microbiome family abundance (Barnesiellaceae)","taxon:barnesiellaceae","primary","GCST90671670","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.510801840094551,0.218680958122269,0.0821950380701919,0.93940864211891,0.0195000324287002,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670814","ed_2025_eur_reverse_exposure","GCST90670814","Gut microbiome species presence (Pauljensenia sp000466265, GCF_000466265.1)","taxon:pauljensenia sp000466265","primary","GCST90670814","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.38383151410307,0.596695569665734,-2.55333334038252,-0.214329687823621,0.0203864517600891,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671922","ed_2025_eur_reverse_exposure","GCST90671922","Gut microbiome function abundance (p-Cresol synthesis, MGB015)","function:mgb015","primary","GCST90671922","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.519746946507408,0.224970797117387,0.0788122865840624,0.960681606430753,0.0208723098760537,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670865","ed_2025_eur_reverse_exposure","GCST90670865","Gut microbiome species presence (Marvinbryantia sp900550755, GCA_905201705.1)","taxon:marvinbryantia sp900550755","primary","GCST90670865","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.43093220416588,0.61998931676785,0.215775472501301,2.64608893583046,0.0209994180866619,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671090","ed_2025_eur_reverse_exposure","GCST90671090","Gut microbiome species presence (QAKD01 sp003343965, GCA_944383465.1)","taxon:qakd01 sp003343965","primary","GCST90671090","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.19536564145474,0.518895987119377,0.178348194978399,2.21238308793107,0.0212411185136492,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671824","ed_2025_eur_reverse_exposure","GCST90671824","Gut microbiome function abundance (Fructan degradation, MF0002)","function:mf0002","primary","GCST90671824","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.51547597252477,0.224277353432248,0.0759004372496036,0.955051507799937,0.021539818639525,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670480","ed_2025_eur_reverse_exposure","GCST90670480","Gut microbiome species presence (Bacteroides fragilis, GCF_000025985.1)","taxon:bacteroides fragilis","primary","GCST90670480","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.18219273644974,0.516569486168847,0.169735148046435,2.19465032485304,0.0221057776898523,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671767","ed_2025_eur_reverse_exposure","GCST90671767","Gut microbiome order presence (Flavobacteriales)","taxon:flavobacteriales","primary","GCST90671767","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.56028622892934,0.682415592238111,0.222776245654075,2.89779621220461,0.0222299074648428,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670778","ed_2025_eur_reverse_exposure","GCST90670778","Gut microbiome species abundance (Dysosmobacter sp900542115, GCA_900542115.1)","taxon:dysosmobacter sp900542115","primary","GCST90670778","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.481885966152856,0.211873587768654,0.0666213648510093,0.897150567454703,0.0229417551912311,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671130","ed_2025_eur_reverse_exposure","GCST90671130","Gut microbiome species abundance (Faecalibacterium longum, GCF_020687245.1)","taxon:faecalibacterium longum","primary","GCST90671130","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.52968376452647,0.233618454806873,0.0718000069811009,0.987567522071839,0.0233717377308021,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671177","ed_2025_eur_reverse_exposure","GCST90671177","Gut microbiome species presence (Massilimicrobiota merdigallinarum, GCF_002160815.1)","taxon:massilimicrobiota merdigallinarum","primary","GCST90671177","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.56897935222396,0.694940895799559,-2.9310384793751,-0.206920225072825,0.0239633555600764,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670435","ed_2025_eur_reverse_exposure","GCST90670435","Gut microbiome species abundance (CAG-115 sp003531585, GCA_003531585.1)","taxon:cag-115 sp003531585","primary","GCST90670435","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.448877328903716,0.200469437319139,0.055964451757194,0.841790206050238,0.0251473946429661,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671909","ed_2025_eur_reverse_exposure","GCST90671909","Gut microbiome function abundance (Hydrogen metabolism, MF0098)","function:mf0098","primary","GCST90671909","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.60085355266807,0.268540026525093,0.0745247722714566,1.12718233306468,0.0252548357457875,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671866","ed_2025_eur_reverse_exposure","GCST90671866","Gut microbiome function abundance (Serine degradation, MF0048)","function:mf0048","primary","GCST90671866","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,-0.503565637447446,0.225195735065226,-0.944941167647312,-0.0621901072475807,0.0253436353349547,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670947","ed_2025_eur_reverse_exposure","GCST90670947","Gut microbiome species presence (Traorella massiliensis, GCF_900104665.1)","taxon:traorella massiliensis","primary","GCST90670947","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.61634042860817,0.723958928824914,-3.03527385539119,-0.197407001825139,0.0255726242666164,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671421","ed_2025_eur_reverse_exposure","GCST90671421","Gut microbiome genus presence (Merdimorpha)","taxon:merdimorpha","primary","GCST90671421","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.50918562256211,0.679652184830814,0.17709181827976,2.84127942684447,0.0263830553194275,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671702","ed_2025_eur_reverse_exposure","GCST90671702","Gut microbiome family presence (UBA1820)","taxon:uba1820","primary","GCST90671702","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.50918562256211,0.679652184830814,0.17709181827976,2.84127942684447,0.0263830553194275,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671610","ed_2025_eur_reverse_exposure","GCST90671610","Gut microbiome genus presence (Congzhengia)","taxon:congzhengia","primary","GCST90671610","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.29265104885675,0.582178861336951,0.151601448075788,2.43370064963771,0.0263938283035382,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670618","ed_2025_eur_reverse_exposure","GCST90670618","Gut microbiome species presence (CAG-274 sp000432155, GCA_000432155.1)","taxon:cag-274 sp000432155","primary","GCST90670618","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.39100067762818,0.627219197866689,0.161673639397369,2.62032771585899,0.0265734817661624,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671614","ed_2025_eur_reverse_exposure","GCST90671614","Gut microbiome genus presence (Pseudoruminococcus)","taxon:pseudoruminococcus","primary","GCST90671614","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.5010849713902,0.678434037950798,-2.83079125165985,-0.171378691120558,0.0269270842944447,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670530","ed_2025_eur_reverse_exposure","GCST90670530","Gut microbiome species abundance (Parabacteroides merdae, GCA_025151215.1)","taxon:parabacteroides merdae","primary","GCST90670530","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.470012104034789,0.213139226594778,0.0522668962163032,0.887757311853275,0.0274408919969798,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670604","ed_2025_eur_reverse_exposure","GCST90670604","Gut microbiome species abundance (Bariatricus comes, GCA_025149785.1)","taxon:bariatricus comes","primary","GCST90670604","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.481395074526186,0.218905469571266,0.052348238147675,0.910441910904697,0.0278707942295958,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671147","ed_2025_eur_reverse_exposure","GCST90671147","Gut microbiome species presence (Cag-433 hMGS.05835, )","taxon:cag-433 hmgs.05835,","primary","GCST90671147","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.47447626282954,0.67541067908632,0.150695657046617,2.79825686861247,0.0290298409245207,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671138","ed_2025_eur_reverse_exposure","GCST90671138","Gut microbiome species presence (Pseudoruminococcus massiliensis, GCF_900291955.1)","taxon:pseudoruminococcus massiliensis","primary","GCST90671138","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.61369127089883,0.742787019588462,-3.06952707747607,-0.157855464321599,0.0298193420155233,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670460","ed_2025_eur_reverse_exposure","GCST90670460","Gut microbiome species presence (Eubacterium R sp000434995, GCA_000434995.1)","taxon:eubacterium r sp000434995","primary","GCST90670460","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.4327552668466,0.66083918254724,-2.72797626421208,-0.137534269481119,0.0301522489405849,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671577","ed_2025_eur_reverse_exposure","GCST90671577","Gut microbiome genus presence (Avimonas)","taxon:avimonas","primary","GCST90671577","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.1197264735545,0.522229988194139,0.0961745050472105,2.14327844206179,0.032022857064646,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670425","ed_2025_eur_reverse_exposure","GCST90670425","Gut microbiome species presence (Eubacterium R sp000436835, GCA_000436835.1)","taxon:eubacterium r sp000436835","primary","GCST90670425","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.29240722426259,0.612457426754938,0.0920127257588297,2.49280172276634,0.0348411940705944,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671319","ed_2025_eur_reverse_exposure","GCST90671319","Gut microbiome genus abundance (UBA1417)","taxon:uba1417","primary","GCST90671319","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.586600156754547,0.278594203640028,0.0405655513184753,1.13263476219062,0.0352415462949494,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670677","ed_2025_eur_reverse_exposure","GCST90670677","Gut microbiome species presence (Clostridium AP sp000509125, GCF_019597925.1)","taxon:clostridium ap sp000509125","primary","GCST90670677","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.39117519783768,0.662576651060384,0.0925488247621704,2.6898015709132,0.0357601548183592,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671447","ed_2025_eur_reverse_exposure","GCST90671447","Gut microbiome genus abundance (Choladocola)","taxon:choladocola","primary","GCST90671447","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.450267411796485,0.216760458612203,0.0254247196441823,0.875110103948787,0.0377777468553809,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90670429","ed_2025_eur_reverse_exposure","GCST90670429","Gut microbiome species abundance (Barnesiella intestinihominis, GCF_000296465.1)","taxon:barnesiella intestinihominis","primary","GCST90670429","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.454190436795342,0.218774081747194,0.0254011158200196,0.882979757770664,0.0378874228373591,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671360","ed_2025_eur_reverse_exposure","GCST90671360","Gut microbiome genus presence (Scatocola)","taxon:scatocola","primary","GCST90671360","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.17456785381977,0.570084169714812,0.057223413022315,2.29191229461722,0.0393659419794098,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671834","ed_2025_eur_reverse_exposure","GCST90671834","Gut microbiome function abundance (Trehalose degradation, MF0012)","function:mf0012","primary","GCST90671834","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.471321449064638,0.228799964868266,0.0228817582588069,0.919761139870468,0.0394012478264795,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671677","ed_2025_eur_reverse_exposure","GCST90671677","Gut microbiome family abundance (Dialisteraceae)","taxon:dialisteraceae","primary","GCST90671677","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,-0.448536242166083,0.21847624369079,-0.876741811277627,-0.0203306730545388,0.0400705737669151,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671102","ed_2025_eur_reverse_exposure","GCST90671102","Gut microbiome species presence (UMGS882 sp900757905, GCA_900757905.1)","taxon:umgs882 sp900757905","primary","GCST90671102","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,1.21403058060409,0.59148400978691,0.0547432239904122,2.37331793721777,0.0401195110646124,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671542","ed_2025_eur_reverse_exposure","GCST90671542","Gut microbiome genus presence (UMGS1494)","taxon:umgs1494","primary","GCST90671542","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.44831905348008,0.709980741349483,-2.83985573624211,-0.0567823707180426,0.0413561702278331,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671324","ed_2025_eur_reverse_exposure","GCST90671324","Gut microbiome genus presence (Phascolarctobacterium)","taxon:phascolarctobacterium","primary","GCST90671324","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",15,-1.09793069472747,0.538988335571826,-2.15432842053544,-0.0415329689195036,0.0416479122555613,"estimated","","",1572,0.967253667401663,FALSE
"reverse|GCST90671394","ed_2025_eur_reverse_exposure","GCST90671394","Gut microbiome genus abundance (Bariatricus)","taxon:bariatricus","primary","GCST90671394","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE,"mr_ivw_mre",17,0.454238856462763,0.22336155779448,0.0164582476548198,0.892019465270706,0.0419870663927392,"estimated","","",1572,0.967253667401663,FALSE
