"pair_id","source_id","outcome_id","dataset","trait","tier","requested_instrument_rows","harmonised_snps","excluded_snps","pair_harmonisation_status","outcome_ancestry","analysis_role","effect_scale","exposure_role","exposure_outcome_overlap_class","cross_analysis_dependence","method","nsnp","beta","se","ci_lower","ci_upper","p","exponentiable","or","or_ci_lower","or_ci_upper","mean_F","min_F","analysis_status","error_message","warning_message","family","eligible","eligibility_frozen","n_forward","q","fdr_alpha","fdr_significant","n_reverse","global_bonferroni_threshold","global_bonferroni_status","replication_source_id","canonical_trait_id","replication_trait","validation_tier","validation_method","validation_nsnp","validation_beta","validation_se","validation_ci_lower","validation_ci_upper","validation_p","validation_status","robust_estimable_count","robust_same_sign","robust_methods_same_sign","egger_intercept_p","steiger_status","steiger_reason","presso_status","discovery_fdr_gate","conditional_discovery_gate","trait_mapping_gate","validation_overlap_class","validation_effect_gate","robust_direction_gate","steiger_gate","pleiotropy_gate","replicated","conditional_go_candidate","gate_failure_reasons"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671469|primary","GCST90671469","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome genus presence (UMGS1994)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.197943820224719,0.105251065478497,-0.00834447744760136,0.40423211789704,0.0600151432424463,TRUE,1.21889391471187,0.991690241067931,1.49815165441348,32.7508763477072,32.7508763477072,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671359|primary","GCST90671359","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome genus abundance (Ventricola)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,-0.834036850921273,0.448869346733668,-1.71380460428328,0.0457309024407383,0.0631571183220754,TRUE,0.434292568547856,0.180178977206729,1.04679268369634,29.9982324720142,29.9982324720142,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671860|primary","GCST90671860","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome function abundance (Valine degradation I, MF0041)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.765646808510638,0.412232340425532,-0.042313731986059,1.57360734900734,0.0632658344750464,TRUE,2.15038481213098,0.958568999636621,4.82401876338224,29.8674959437534,29.8674959437534,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670529|primary","GCST90670529","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Butyribacter intestini, GCA_001414325.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.36199323867478,0.197036511156187,-0.02419122683077,0.74817770418033,0.0661820530797933,TRUE,1.43618923138505,0.976099035584831,2.11314572922466,32.3585946745562,32.3585946745562,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666674","taxon:butyribacter intestini","Gut microbiota relative abundance (hMGS.00262: Butyribacter intestini)","exploratory","mr_ivw_mre",15,-0.0712427094659547,0.13847390564556,-0.34264657732985,0.20016115839794,0.606913136191471,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671669|primary","GCST90671669","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome family abundance (Butyricicoccaceae)","primary",2,2,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_ivw_mre",2,-0.408590973420001,0.230068477688535,-0.859516903667487,0.0423349568274853,0.0757405421903986,TRUE,0.664586010079082,0.423366559754948,1.04324386188763,57.8694896047922,32.4023668639053,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,1,TRUE,"mr_raps",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671223|primary","GCST90671223","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Fumia xinanensis, GCF_014384905.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.256912937347437,0.147695280716029,-0.0325644935425135,0.546390368237387,0.081950426152444,TRUE,1.29293255572117,0.967960020647445,1.72700789080683,30.6476949922896,30.6476949922896,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670774|primary","GCST90670774","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species abundance (Pauljensenia sp000278725, GCF_000278725.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.755641196013289,0.446792358803987,-0.120055735810222,1.6313381278368,0.0907875187009254,TRUE,2.12897617684033,0.88687100486559,5.11070892687558,36.9762269156208,36.9762269156208,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666817","taxon:pauljensenia sp000278725","Gut microbiota relative abundance (hMGS.01072: Pauljensenia sp000278725)","exploratory","mr_ivw_mre",11,-0.130519203779775,0.150001840889503,-0.424517409537908,0.163479001978358,0.384236278871476,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670908|primary","GCST90670908","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Scatomorpha sp900759385, GCA_900759385.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,-0.286658735128366,0.169877269881027,-0.619612065887169,0.0462945956304379,0.0915176074201761,TRUE,0.750767895833782,0.538153165076463,1.04738291994362,30.5361406113433,30.5361406113433,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666883","taxon:scatomorpha sp900759385","Gut microbiota relative abundance (hMGS.01981: Scatomorpha sp900759385)","exploratory","mr_ivw_mre",12,0.196399615064324,0.19317826270344,-0.182222822430436,0.575022052559084,0.309307804176385,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670546|primary","GCST90670546","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Gemmiger sp900540775, GCF_018784445.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.302328947368421,0.180043660287081,-0.0505501424390227,0.655208037175865,0.0931134691042082,TRUE,1.35300622135153,0.950706256746636,1.92554306025127,30.855994966943,30.855994966943,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666687","taxon:gemmiger sp900540775","Gut microbiota relative abundance (hMGS.00306: Gemmiger sp900540775)","exploratory","mr_ivw_mre",20,0.082161848557127,0.107140736999091,-0.12783013723817,0.292153834352424,0.443165296653825,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90670875|primary","GCST90670875","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Blautia A luti, GCF_009707925.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.31923429781228,0.192172900494001,-0.0574176659605627,0.695886261585122,0.0966767588916477,TRUE,1.37607369819591,0.944199626955518,2.00548567146995,30.3999909158352,30.3999909158352,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666868","taxon:blautia a luti","Gut microbiota relative abundance (hMGS.01642: Blautia A luti)","primary","mr_wald_ratio",1,-0.363286088196116,0.383930032016078,-1.11577512353094,0.389202947138707,0.34403132235322,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671822|primary","GCST90671822","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome superkingdom presence (Eukaryota)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,-0.252201495474223,0.155786304604486,-0.557537041783602,0.0531340508351569,0.105470097389089,TRUE,0.777088142549036,0.572617661852851,1.05457100176818,31.6033019422038,31.6033019422038,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671147|primary","GCST90671147","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Cag-433 hMGS.05835, )","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,-0.237596041385515,0.149134952766532,-0.529895177643999,0.0547030948729691,0.111124001232486,TRUE,0.788521156679926,0.588666671871859,1.0562269689139,31.0408163265306,31.0408163265306,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671389|primary","GCST90671389","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome genus presence (Limivicinus)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,-0.304286425902864,0.192061851390619,-0.680720737432561,0.072147885626832,0.113122108695974,TRUE,0.737649554249819,0.506251986087865,1.07481428189502,30.25,30.25,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671057|primary","GCST90671057","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome species presence (Emergencia sp904420065, GCA_904420065.1)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.288938900203666,0.182427698574338,-0.0686128187845655,0.646490619191898,0.113226872434991,TRUE,1.33501015718783,0.933688116602793,1.90883024866951,29.7630864197531,29.7630864197531,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family","GCST90666956","taxon:emergencia sp904420065","Gut microbiota relative abundance (hMGS.03810: Emergencia sp904420065)","exploratory","mr_ivw_mre",7,0.0354336059715074,0.236064950112773,-0.427245194261772,0.498112406204787,0.880684861207002,"estimated",0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,TRUE,"none_known",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;validation_effect;robust_direction;steiger;pleiotropy"
"finngen_r12_erectile_dysfunction|microbiome_2026|GCST90671324|primary","GCST90671324","finngen_r12_erectile_dysfunction","microbiome_2026","Gut microbiome genus presence (Phascolarctobacterium)","primary",1,1,0,"estimable","Finnish","primary_outcome","log_odds","discovery_exposure","none_known","primary_outcome","mr_wald_ratio",1,0.302346488502175,0.19152827843381,-0.0730420392490515,0.677735016253402,0.114427896785626,TRUE,1.35302995482279,0.92956175112641,1.96941199057447,32.439577100791,32.439577100791,"estimated","",,"forward_primary",TRUE,TRUE,230,0.941636540848568,0.05,FALSE,,,"pending_reverse_family",,,,,,,,,,,,,0,FALSE,"",,"not_computed","Binary-outcome population prevalence has not been prespecified; unavailable Steiger is not treated as support","not_estimable_fewer_than_4_snps",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"discovery_fdr;trait_mapping;validation_effect;robust_direction;steiger;pleiotropy"
