"pair_id","dataset","source_id","trait","canonical_trait_id","tier","outcome_id","outcome_ancestry","analysis_role","effect_scale","harmonised_snps","pair_harmonisation_status","family","eligible","eligibility_frozen"
"reverse|GCST90670391","ed_2025_eur_reverse_exposure","GCST90670391","Gut microbiome species abundance (ER4 sp000765235, GCF_000765235.1)","taxon:er4 sp000765235","primary","GCST90670391","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670392","ed_2025_eur_reverse_exposure","GCST90670392","Gut microbiome species presence (Bifidobacterium pseudocatenulatum, GCF_001025215.1)","taxon:bifidobacterium pseudocatenulatum","primary","GCST90670392","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670393","ed_2025_eur_reverse_exposure","GCST90670393","Gut microbiome species abundance (RUG115 sp900066395, GCF_003479605.1)","taxon:rug115 sp900066395","primary","GCST90670393","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670394","ed_2025_eur_reverse_exposure","GCST90670394","Gut microbiome species abundance (Alistipes putredinis, GCF_000154465.1)","taxon:alistipes putredinis","primary","GCST90670394","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670395","ed_2025_eur_reverse_exposure","GCST90670395","Gut microbiome species abundance (Streptococcus salivarius, GCF_000785515.1)","taxon:streptococcus salivarius","primary","GCST90670395","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670396","ed_2025_eur_reverse_exposure","GCST90670396","Gut microbiome species presence (CAG-217 sp000436335, GCA_000436335.1)","taxon:cag-217 sp000436335","primary","GCST90670396","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670397","ed_2025_eur_reverse_exposure","GCST90670397","Gut microbiome species abundance (Escherichia coli, GCF_003697165.2)","taxon:escherichia coli","primary","GCST90670397","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670398","ed_2025_eur_reverse_exposure","GCST90670398","Gut microbiome species presence (PeH17 sp000435055, GCA_000435055.1)","taxon:peh17 sp000435055","primary","GCST90670398","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670399","ed_2025_eur_reverse_exposure","GCST90670399","Gut microbiome species presence (Methanobrevibacter A smithii, GCF_000016525.1)","taxon:methanobrevibacter a smithii","primary","GCST90670399","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670400","ed_2025_eur_reverse_exposure","GCST90670400","Gut microbiome species abundance (Ruminococcus B gnavus, GCF_008121495.1)","taxon:ruminococcus b gnavus","primary","GCST90670400","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670401","ed_2025_eur_reverse_exposure","GCST90670401","Gut microbiome species presence (Ruminococcus E sp003526955, GCF_023921805.1)","taxon:ruminococcus e sp003526955","primary","GCST90670401","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670402","ed_2025_eur_reverse_exposure","GCST90670402","Gut microbiome species abundance (Parabacteroides distasonis, GCF_000012845.1)","taxon:parabacteroides distasonis","primary","GCST90670402","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670403","ed_2025_eur_reverse_exposure","GCST90670403","Gut microbiome species abundance (Roseburia intestinalis, GCF_900537995.1)","taxon:roseburia intestinalis","primary","GCST90670403","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670404","ed_2025_eur_reverse_exposure","GCST90670404","Gut microbiome species abundance (Bacteroides uniformis, GCA_025147485.1)","taxon:bacteroides uniformis","primary","GCST90670404","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670405","ed_2025_eur_reverse_exposure","GCST90670405","Gut microbiome species abundance (Faecalibacillus intestinalis, GCF_003024685.1)","taxon:faecalibacillus intestinalis","primary","GCST90670405","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670406","ed_2025_eur_reverse_exposure","GCST90670406","Gut microbiome species abundance (Lachnospira sp000437735, GCF_020564355.1)","taxon:lachnospira sp000437735","primary","GCST90670406","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670407","ed_2025_eur_reverse_exposure","GCST90670407","Gut microbiome species presence (SFEL01 sp004557245, GCA_004557245.1)","taxon:sfel01 sp004557245","primary","GCST90670407","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670408","ed_2025_eur_reverse_exposure","GCST90670408","Gut microbiome species presence (Fimenecus sp000432435, GCA_000432435.1)","taxon:fimenecus sp000432435","primary","GCST90670408","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670409","ed_2025_eur_reverse_exposure","GCST90670409","Gut microbiome species presence (Faecalibacterium prausnitzii A, GCF_023347235.1)","taxon:faecalibacterium prausnitzii a","primary","GCST90670409","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670410","ed_2025_eur_reverse_exposure","GCST90670410","Gut microbiome species abundance (Eisenbergiella sp900066775, GCA_003481005.1)","taxon:eisenbergiella sp900066775","primary","GCST90670410","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670411","ed_2025_eur_reverse_exposure","GCST90670411","Gut microbiome species abundance (Roseburia hominis, GCF_000225345.1)","taxon:roseburia hominis","primary","GCST90670411","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670412","ed_2025_eur_reverse_exposure","GCST90670412","Gut microbiome species abundance (Faecalibacterium prausnitzii D, GCF_023347255.1)","taxon:faecalibacterium prausnitzii d","primary","GCST90670412","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670413","ed_2025_eur_reverse_exposure","GCST90670413","Gut microbiome species abundance (Roseburia inulinivorans, GCF_000174195.1)","taxon:roseburia inulinivorans","primary","GCST90670413","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670414","ed_2025_eur_reverse_exposure","GCST90670414","Gut microbiome species presence (Coprococcus sp900066115, GCF_003461625.1)","taxon:coprococcus sp900066115","primary","GCST90670414","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670415","ed_2025_eur_reverse_exposure","GCST90670415","Gut microbiome species abundance (CAG-41 sp900066215, GCA_003460745.1)","taxon:cag-41 sp900066215","primary","GCST90670415","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670416","ed_2025_eur_reverse_exposure","GCST90670416","Gut microbiome species abundance (Eubacterium F sp003491505, GCF_003477605.1)","taxon:eubacterium f sp003491505","primary","GCST90670416","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670417","ed_2025_eur_reverse_exposure","GCST90670417","Gut microbiome species abundance (Alistipes onderdonkii, GCA_025145285.1)","taxon:alistipes onderdonkii","primary","GCST90670417","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670418","ed_2025_eur_reverse_exposure","GCST90670418","Gut microbiome species presence (Catenibacterium sp000437715, GCF_004168205.1)","taxon:catenibacterium sp000437715","primary","GCST90670418","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670419","ed_2025_eur_reverse_exposure","GCST90670419","Gut microbiome species presence (Prevotella sp003447235, GCA_003447235.1)","taxon:prevotella sp003447235","primary","GCST90670419","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670420","ed_2025_eur_reverse_exposure","GCST90670420","Gut microbiome species abundance (UBA1417 sp003531055, GCA_021029595.1)","taxon:uba1417 sp003531055","primary","GCST90670420","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670421","ed_2025_eur_reverse_exposure","GCST90670421","Gut microbiome species abundance (Alistipes shahii, GCA_025145845.1)","taxon:alistipes shahii","primary","GCST90670421","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670422","ed_2025_eur_reverse_exposure","GCST90670422","Gut microbiome species presence (Sutterella wadsworthensis A, GCF_000297775.1)","taxon:sutterella wadsworthensis a","primary","GCST90670422","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670423","ed_2025_eur_reverse_exposure","GCST90670423","Gut microbiome species presence (Butyrivibrio A crossotus, GCA_025148445.1)","taxon:butyrivibrio a crossotus","primary","GCST90670423","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670424","ed_2025_eur_reverse_exposure","GCST90670424","Gut microbiome species abundance (Odoribacter splanchnicus, GCF_000190535.1)","taxon:odoribacter splanchnicus","primary","GCST90670424","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670425","ed_2025_eur_reverse_exposure","GCST90670425","Gut microbiome species presence (Eubacterium R sp000436835, GCA_000436835.1)","taxon:eubacterium r sp000436835","primary","GCST90670425","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670426","ed_2025_eur_reverse_exposure","GCST90670426","Gut microbiome species abundance (Agathobaculum butyriciproducens, GCA_003096535.1)","taxon:agathobaculum butyriciproducens","primary","GCST90670426","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670427","ed_2025_eur_reverse_exposure","GCST90670427","Gut microbiome species presence (Phascolarctobacterium faecium, GCF_003269275.1)","taxon:phascolarctobacterium faecium","primary","GCST90670427","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670428","ed_2025_eur_reverse_exposure","GCST90670428","Gut microbiome species abundance (Faecousia sp000434635, GCA_000434635.1)","taxon:faecousia sp000434635","primary","GCST90670428","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670429","ed_2025_eur_reverse_exposure","GCST90670429","Gut microbiome species abundance (Barnesiella intestinihominis, GCF_000296465.1)","taxon:barnesiella intestinihominis","primary","GCST90670429","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670430","ed_2025_eur_reverse_exposure","GCST90670430","Gut microbiome species presence (CAG-349 sp003539515, GCA_022009995.1)","taxon:cag-349 sp003539515","primary","GCST90670430","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670431","ed_2025_eur_reverse_exposure","GCST90670431","Gut microbiome species abundance (Akkermansia muciniphila, GCF_000020225.1)","taxon:akkermansia muciniphila","primary","GCST90670431","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670432","ed_2025_eur_reverse_exposure","GCST90670432","Gut microbiome species presence (Phocaeicola plebeius A, GCF_003437535.1)","taxon:phocaeicola plebeius a","primary","GCST90670432","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670433","ed_2025_eur_reverse_exposure","GCST90670433","Gut microbiome species abundance (Clostridium Q fessum, GCF_003024715.1)","taxon:clostridium q fessum","primary","GCST90670433","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670434","ed_2025_eur_reverse_exposure","GCST90670434","Gut microbiome species presence (Lachnospira sp000436475, GCA_000436475.1)","taxon:lachnospira sp000436475","primary","GCST90670434","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670435","ed_2025_eur_reverse_exposure","GCST90670435","Gut microbiome species abundance (CAG-115 sp003531585, GCA_003531585.1)","taxon:cag-115 sp003531585","primary","GCST90670435","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670436","ed_2025_eur_reverse_exposure","GCST90670436","Gut microbiome species abundance (Anaerotignum faecicola, GCF_003865035.1)","taxon:anaerotignum faecicola","primary","GCST90670436","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670437","ed_2025_eur_reverse_exposure","GCST90670437","Gut microbiome species abundance (Blautia A massiliensis, GCF_001487165.1)","taxon:blautia a massiliensis","primary","GCST90670437","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670438","ed_2025_eur_reverse_exposure","GCST90670438","Gut microbiome species abundance (Copromonas sp900066535, GCF_003435375.1)","taxon:copromonas sp900066535","primary","GCST90670438","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670439","ed_2025_eur_reverse_exposure","GCST90670439","Gut microbiome species presence (Phil1 sp001940855, GCA_001940855.1)","taxon:phil1 sp001940855","primary","GCST90670439","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670440","ed_2025_eur_reverse_exposure","GCST90670440","Gut microbiome species presence (Ligilactobacillus ruminis, GCF_900113455.1)","taxon:ligilactobacillus ruminis","primary","GCST90670440","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670441","ed_2025_eur_reverse_exposure","GCST90670441","Gut microbiome species abundance (Ruthenibacterium lactatiformans, GCF_000949455.1)","taxon:ruthenibacterium lactatiformans","primary","GCST90670441","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670442","ed_2025_eur_reverse_exposure","GCST90670442","Gut microbiome species abundance (Gemmiger formicilis, GCF_900167555.1)","taxon:gemmiger formicilis","primary","GCST90670442","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670443","ed_2025_eur_reverse_exposure","GCST90670443","Gut microbiome species abundance (Alistipes finegoldii, GCF_000265365.1)","taxon:alistipes finegoldii","primary","GCST90670443","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670444","ed_2025_eur_reverse_exposure","GCST90670444","Gut microbiome species presence (Enterococcus faecalis, GCF_000392875.1)","taxon:enterococcus faecalis","primary","GCST90670444","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670445","ed_2025_eur_reverse_exposure","GCST90670445","Gut microbiome species abundance (CAG-170 sp000432135, GCA_000432135.1)","taxon:cag-170 sp000432135","primary","GCST90670445","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670446","ed_2025_eur_reverse_exposure","GCST90670446","Gut microbiome species abundance (ER4 sp900317525, GCF_018918025.1)","taxon:er4 sp900317525","primary","GCST90670446","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670447","ed_2025_eur_reverse_exposure","GCST90670447","Gut microbiome species presence (Dialister invisus, GCF_000160055.1)","taxon:dialister invisus","primary","GCST90670447","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670448","ed_2025_eur_reverse_exposure","GCST90670448","Gut microbiome species presence (Sutterella wadsworthensis, GCF_003315195.1)","taxon:sutterella wadsworthensis","primary","GCST90670448","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670449","ed_2025_eur_reverse_exposure","GCST90670449","Gut microbiome species abundance (Mediterraneibacter faecis, GCA_001312505.1)","taxon:mediterraneibacter faecis","primary","GCST90670449","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670450","ed_2025_eur_reverse_exposure","GCST90670450","Gut microbiome species presence (Coprococcus eutactus, GCA_025149915.1)","taxon:coprococcus eutactus","primary","GCST90670450","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670451","ed_2025_eur_reverse_exposure","GCST90670451","Gut microbiome species presence (Ruminococcus E bromii, GCF_002834225.1)","taxon:ruminococcus e bromii","primary","GCST90670451","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670452","ed_2025_eur_reverse_exposure","GCST90670452","Gut microbiome species abundance (Eggerthella lenta, GCF_000024265.1)","taxon:eggerthella lenta","primary","GCST90670452","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670453","ed_2025_eur_reverse_exposure","GCST90670453","Gut microbiome species presence (Parasutterella gallistercoris, GCA_000980495.1)","taxon:parasutterella gallistercoris","primary","GCST90670453","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670454","ed_2025_eur_reverse_exposure","GCST90670454","Gut microbiome species abundance (Lachnospira sp900316325, GCF_014287955.1)","taxon:lachnospira sp900316325","primary","GCST90670454","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",17,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670455","ed_2025_eur_reverse_exposure","GCST90670455","Gut microbiome species presence (CAG-269 sp003525075, GCA_003525075.1)","taxon:cag-269 sp003525075","primary","GCST90670455","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
"reverse|GCST90670456","ed_2025_eur_reverse_exposure","GCST90670456","Gut microbiome species presence (CAG-302 sp000431795, GCA_000431795.1)","taxon:cag-302 sp000431795","primary","GCST90670456","EUR","reverse_sensitivity","microbiome_trait_units_per_standardized_ED_exposure",15,"estimable","reverse",TRUE,TRUE
